Player,Team,Season,Age,Squad,Comp,Country,MP,Starts,Starts_pct,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG,xG+xAG,npxG+xAG,PrgP,PrgC,PrgR,Gls/90,Ast/90,G+A/90,xG/90,xAG/90,xG+xAG/90,xG_diff,xA_diff,Trend,NewLeague,SourceFile,Career_MP,Career_Starts,Career_Min,Career_90s,Career_Gls,Career_Ast,Career_G+A,Career_xG,Career_xAG,Career_xG+xAG,Career_npxG,Career_npxG+xAG,Career_Gls/90,Career_Ast/90,Career_G+A/90,Career_xG/90,Career_xAG/90,Career_xG+xAG/90
Pontus Almqvist,Parma,2025-2026,26,Parma,1. Serie A,it ITA,1.0,1.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,-0.4,↘,No,serie_a_standard_stats\Parma\Pontus_Almqvist.csv,178.0,96.0,9096.0,101.1,18.0,11.0,29.0,5.3,4.7,0.0,5.3,10.0,0.18,0.11,0.29,0.13,0.12,0.25
Stefano Moreo,Pisa,2025-2026,32,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,2.0,0.0,2.0,0.0,0.0,0.0,0.43,0.07,0.51,-0.3,0.0,↘,Yes,serie_a_standard_stats\Pisa\Stefano_Moreo.csv,263.0,171.0,15499.0,172.2,37.0,25.0,62.0,36.9,19.8,0.0,36.1,56.0,0.21,0.15,0.36,0.25,0.13,0.39
Federico Dimarco,Inter,2025-2026,27,Inter,1. Serie A,it ITA,1.0,1.0,1.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,-0.4,↘,No,serie_a_standard_stats\Inter\Federico_Dimarco.csv,230.0,171.0,14357.0,159.5,21.0,32.0,53.0,16.8,37.9,0.0,15.7,53.6,0.13,0.2,0.33,0.13,0.29,0.42
Alejandro Jiménez,Milan,2025-2026,20,Milan,1. Serie A,it ITA,1.0,0.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,-0.2,↘,No,serie_a_standard_stats\Milan\Alejandro_Jiménez.csv,26.0,14.0,1379.0,15.3,0.0,1.0,1.0,0.8,1.6,0.0,0.8,2.4,0.0,0.07,0.07,0.06,0.1,0.16
Albert Grønbaek,Genoa,2025-2026,24,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,-0.3,↘,Yes,serie_a_standard_stats\Genoa\Albert_Grønbaek.csv,150.0,108.0,9633.0,107.0,29.0,15.0,44.0,1.6,1.3,0.0,1.6,3.0,0.27,0.14,0.41,0.14,0.12,0.26
Mateo Pellegrino,Parma,2025-2026,24,Parma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4,2.0,0.0,1.0,0.0,0.0,0.0,0.44,0.0,0.44,-0.4,0.0,↘,No,serie_a_standard_stats\Parma\Mateo_Pellegrino.csv,62.0,35.0,3211.0,35.7,13.0,3.0,16.0,15.1,3.3,0.0,11.1,14.5,0.36,0.08,0.45,0.42,0.09,0.52
Matìas Soulé,Roma,2025-2026,22,Roma,1. Serie A,it ITA,1.0,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.4,2.0,2.0,4.0,0.0,0.0,0.0,0.09,0.35,0.44,-0.1,-0.3,↘,No,serie_a_standard_stats\Roma\Matìas_Soulé.csv,79.0,63.0,5400.0,60.0,17.0,8.0,25.0,15.2,12.9,0.0,10.4,23.4,0.28,0.13,0.42,0.25,0.22,0.47
Berat Djimsiti,Atalanta,2025-2026,32,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4,3.0,2.0,2.0,0.0,0.0,0.0,0.42,0.0,0.42,-0.4,0.0,↘,No,serie_a_standard_stats\Atalanta\Berat_Djimsiti.csv,396.0,358.0,32073.0,356.4,10.0,14.0,24.0,12.2,9.9,0.0,12.2,22.1,0.03,0.04,0.07,0.06,0.05,0.1
Mërgim Vojvoda,Como,2025-2026,30,Como,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.4,8.0,5.0,10.0,0.0,0.0,0.0,0.28,0.13,0.42,-0.3,-0.1,↘,No,serie_a_standard_stats\Como\Mërgim_Vojvoda.csv,261.0,197.0,17594.0,195.5,6.0,18.0,24.0,7.4,16.7,0.0,7.4,24.1,0.03,0.09,0.12,0.04,0.1,0.14
Alexis Saelemaekers,Milan,2025-2026,26,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.4,3.0,4.0,12.0,0.0,0.0,0.0,0.09,0.33,0.42,-0.1,-0.3,→,No,serie_a_standard_stats\Milan\Alexis_Saelemaekers.csv,222.0,152.0,13175.0,146.4,19.0,24.0,43.0,17.5,25.8,0.0,17.5,43.3,0.13,0.16,0.29,0.12,0.18,0.3
Youssouf Fofana,Milan,2025-2026,26,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.4,5.0,2.0,4.0,0.0,0.0,0.0,0.34,0.08,0.42,-0.3,-0.1,↘,No,serie_a_standard_stats\Milan\Youssouf_Fofana.csv,209.0,183.0,15970.0,177.4,10.0,22.0,32.0,14.3,17.8,0.0,14.3,32.2,0.06,0.12,0.18,0.08,0.1,0.18
Nahuel Estévez,Parma,2025-2026,29,Parma,1. Serie A,it ITA,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.0,0.0,→,No,serie_a_standard_stats\Parma\Nahuel_Estévez.csv,174.0,127.0,11464.0,127.4,6.0,14.0,20.0,9.0,13.7,0.0,8.2,21.9,0.05,0.11,0.16,0.07,0.11,0.18
Nicola Zalewski,Atalanta,2025-2026,23,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,4.0,8.0,6.0,0.0,0.0,0.0,0.02,0.39,0.41,0.0,-0.4,↘,No,serie_a_standard_stats\Atalanta\Nicola_Zalewski.csv,96.0,54.0,5027.0,55.9,3.0,4.0,7.0,3.1,6.2,0.0,3.1,9.3,0.05,0.07,0.13,0.06,0.11,0.17
Faustino Anjorin,Torino,2025-2026,23,Torino,1. Serie A,it ITA,1.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,-0.1,0.0,↘,No,serie_a_standard_stats\Torino\Faustino_Anjorin.csv,58.0,27.0,2373.0,26.4,6.0,3.0,9.0,2.4,2.6,0.0,1.7,4.3,0.23,0.11,0.34,0.13,0.14,0.26
Samuele Angori,Pisa,2025-2026,21,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.39,0.4,0.0,-0.4,↘,Yes,serie_a_standard_stats\Pisa\Samuele_Angori.csv,38.0,26.0,2447.0,27.2,2.0,2.0,4.0,2.8,5.8,0.0,2.8,8.6,0.07,0.07,0.15,0.1,0.21,0.32
Neil El Aynaoui,Roma,2025-2026,24,Roma,1. Serie A,it ITA,1.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,-0.1,↘,Yes,serie_a_standard_stats\Roma\Neil_El_Aynaoui.csv,74.0,51.0,4589.0,51.0,11.0,4.0,15.0,6.4,2.9,0.0,4.1,7.0,0.22,0.08,0.29,0.18,0.08,0.26
Lorenzo Lucca,Napoli,2025-2026,24,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.38,0.0,0.38,-0.3,0.0,↘,No,serie_a_standard_stats\Napoli\Lorenzo_Lucca.csv,129.0,89.0,7943.0,88.3,34.0,13.0,47.0,24.1,5.8,0.0,21.7,27.5,0.39,0.15,0.53,0.32,0.08,0.39
Maxence Caqueret,Como,2025-2026,25,Como,1. Serie A,it ITA,1.0,0.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.17,0.19,0.36,0.0,0.0,↘,No,serie_a_standard_stats\Como\Maxence_Caqueret.csv,166.0,139.0,12126.0,134.7,7.0,14.0,21.0,7.9,16.7,0.0,7.9,24.6,0.05,0.1,0.16,0.06,0.12,0.18
Nicolae Stanciu,Genoa,2025-2026,32,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,2.0,2.0,5.0,0.0,0.0,0.0,0.36,0.0,0.36,-0.3,0.0,↘,Yes,serie_a_standard_stats\Genoa\Nicolae_Stanciu.csv,402.0,327.0,28909.0,321.2,82.0,82.0,164.0,1.0,2.1,0.0,1.0,3.1,0.26,0.26,0.51,0.21,0.44,0.64
Fali Candé,Sassuolo,2025-2026,27,Sassuolo,1. Serie A,it ITA,1.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,↘,No,serie_a_standard_stats\Sassuolo\Fali_Candé.csv,147.0,128.0,11510.0,127.9,5.0,7.0,12.0,3.9,5.5,0.0,3.9,9.4,0.04,0.05,0.09,0.05,0.06,0.11
Raoul Bellanova,Atalanta,2025-2026,25,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3,3.0,5.0,11.0,0.0,0.0,0.0,0.16,0.18,0.34,-0.2,-0.2,↘,No,serie_a_standard_stats\Atalanta\Raoul_Bellanova.csv,154.0,123.0,11039.0,122.7,2.0,18.0,20.0,7.3,15.0,0.0,7.3,22.3,0.02,0.15,0.16,0.06,0.12,0.18
Gennaro Borrelli,Cagliari,2025-2026,25,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.0,0.3,1.0,0.0,2.0,0.0,0.0,0.0,0.34,0.0,0.34,-0.3,0.0,↘,Yes,serie_a_standard_stats\Cagliari\Gennaro_Borrelli.csv,109.0,59.0,5610.0,62.3,22.0,4.0,26.0,21.3,3.3,0.0,19.0,22.3,0.35,0.06,0.42,0.34,0.05,0.39
Santiago Castro,Bologna,2025-2026,20,Bologna,1. Serie A,it ITA,1.0,0.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.33,0.0,0.33,-0.2,0.0,↘,No,serie_a_standard_stats\Bologna\Santiago_Castro.csv,85.0,38.0,3729.0,41.4,11.0,7.0,18.0,11.9,4.1,0.0,11.1,15.2,0.27,0.17,0.43,0.29,0.1,0.39
Francisco Conceição,Juventus,2025-2026,22,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.3,3.0,4.0,8.0,0.0,0.0,0.0,0.19,0.14,0.33,-0.2,-0.1,↘,No,serie_a_standard_stats\Juventus\Francisco_Conceição.csv,119.0,47.0,5031.0,55.9,15.0,11.0,26.0,13.2,15.0,0.0,13.2,28.1,0.27,0.2,0.47,0.26,0.3,0.56
Riccardo Orsolini,Bologna,2025-2026,28,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.3,1.0,4.0,4.0,0.0,0.0,0.0,0.19,0.13,0.32,-0.2,-0.1,↘,No,serie_a_standard_stats\Bologna\Riccardo_Orsolini.csv,297.0,203.0,17929.0,199.2,73.0,34.0,107.0,59.2,28.4,0.0,48.3,76.7,0.37,0.17,0.54,0.37,0.18,0.54
Adam Obert,Cagliari,2025-2026,22,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,-0.3,↘,No,serie_a_standard_stats\Cagliari\Adam_Obert.csv,74.0,50.0,4432.0,49.2,1.0,2.0,3.0,2.1,2.9,0.0,2.1,5.1,0.02,0.04,0.06,0.04,0.06,0.1
Lucas Da Cunha,Como,2025-2026,24,Como,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.3,3.0,3.0,1.0,0.0,0.0,0.0,0.06,0.24,0.3,-0.1,-0.2,↘,No,serie_a_standard_stats\Como\Lucas_Da_Cunha.csv,140.0,100.0,8417.0,93.5,20.0,12.0,32.0,9.0,11.7,0.0,9.0,20.7,0.21,0.13,0.34,0.11,0.14,0.26
Khéphren Thuram,Juventus,2025-2026,24,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.3,9.0,3.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,-0.2,-0.1,↘,No,serie_a_standard_stats\Juventus\Khéphren_Thuram.csv,177.0,126.0,11056.0,122.8,13.0,12.0,25.0,14.1,15.1,0.0,14.1,29.2,0.11,0.1,0.2,0.11,0.12,0.24
Luca Pellegrini,Lazio,2025-2026,26,Lazio,1. Serie A,it ITA,1.0,0.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,-0.1,↘,No,serie_a_standard_stats\Lazio\Luca_Pellegrini.csv,127.0,83.0,7370.0,81.9,1.0,13.0,14.0,2.8,10.2,0.0,2.8,13.0,0.01,0.16,0.17,0.03,0.12,0.16
Idrissa Touré,Pisa,2025-2026,27,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.3,2.0,0.0,1.0,0.0,0.0,0.0,0.21,0.09,0.3,-0.2,-0.1,↘,Yes,serie_a_standard_stats\Pisa\Idrissa_Touré.csv,170.0,111.0,10059.0,111.8,15.0,10.0,25.0,11.2,8.0,0.0,11.2,19.2,0.13,0.09,0.22,0.13,0.09,0.22
Henrikh Mkhitaryan,Inter,2025-2026,36,Inter,1. Serie A,it ITA,1.0,1.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,7.0,1.0,6.0,0.0,0.0,0.0,0.25,0.03,0.28,-0.2,0.0,↘,No,serie_a_standard_stats\Inter\Henrikh_Mkhitaryan.csv,464.0,396.0,34676.0,385.3,119.0,95.0,214.0,36.2,37.2,0.0,35.4,72.7,0.31,0.25,0.56,0.19,0.19,0.38
Keinan Davis,Udinese,2025-2026,27,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.0,5.0,0.0,0.0,0.0,0.16,0.13,0.28,-0.1,-0.1,↘,No,serie_a_standard_stats\Udinese\Keinan_Davis.csv,154.0,74.0,7277.0,80.9,18.0,7.0,25.0,18.4,9.5,0.0,18.4,27.9,0.22,0.09,0.31,0.29,0.15,0.44
Daniel Boloca,Sassuolo,2025-2026,26,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.3,3.0,4.0,0.0,0.0,0.0,0.0,0.25,0.02,0.27,-0.2,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Daniel_Boloca.csv,145.0,123.0,10778.0,119.8,8.0,4.0,12.0,9.6,8.0,0.0,9.5,17.5,0.07,0.03,0.1,0.08,0.07,0.15
Iker Bravo,Udinese,2025-2026,20,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.2,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,-0.2,↘,No,serie_a_standard_stats\Udinese\Iker_Bravo.csv,31.0,5.0,754.0,8.4,2.0,1.0,3.0,0.9,0.6,0.0,0.9,1.5,0.24,0.12,0.36,0.11,0.07,0.18
Lameck Banda,Lecce,2025-2026,24,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,2.0,1.0,4.0,0.0,0.0,0.0,0.03,0.23,0.26,0.0,-0.1,↘,No,serie_a_standard_stats\Lecce\Lameck_Banda.csv,84.0,44.0,3837.0,42.6,4.0,7.0,11.0,8.2,4.5,0.0,8.2,12.6,0.09,0.16,0.26,0.2,0.11,0.31
Luka Modrić,Milan,2025-2026,39,Milan,1. Serie A,it ITA,1.0,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.2,17.0,1.0,3.0,0.0,0.0,0.0,0.07,0.19,0.26,-0.1,-0.2,↘,Yes,serie_a_standard_stats\Milan\Luka_Modrić.csv,547.0,459.0,39951.0,443.9,56.0,89.0,145.0,17.9,38.3,0.0,16.3,54.6,0.13,0.2,0.33,0.1,0.21,0.3
Cristiano Biraghi,Torino,2025-2026,32,Torino,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,7.0,2.0,5.0,0.0,0.0,0.0,0.03,0.22,0.25,0.0,-0.2,→,No,serie_a_standard_stats\Torino\Cristiano_Biraghi.csv,406.0,364.0,32287.0,358.7,15.0,35.0,50.0,12.7,39.7,0.0,9.5,49.2,0.04,0.1,0.14,0.06,0.18,0.23
Sebastiano Esposito,Cagliari,2025-2026,23,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,3.0,0.0,3.0,0.0,0.0,0.0,0.06,0.18,0.24,0.0,-0.1,↘,No,serie_a_standard_stats\Cagliari\Sebastiano_Esposito.csv,139.0,93.0,8016.0,89.1,29.0,12.0,41.0,17.8,8.1,0.0,15.5,23.6,0.33,0.13,0.46,0.25,0.11,0.36
Marc-Oliver Kempf,Como,2025-2026,30,Como,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,-0.2,0.0,→,No,serie_a_standard_stats\Como\Marc-Oliver_Kempf.csv,262.0,248.0,21613.0,240.1,21.0,8.0,29.0,8.3,5.2,0.0,8.3,13.5,0.09,0.03,0.12,0.06,0.04,0.09
Lloyd Kelly,Juventus,2025-2026,26,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,3.0,2.0,3.0,0.0,0.0,0.0,0.11,0.12,0.24,-0.1,-0.1,→,No,serie_a_standard_stats\Juventus\Lloyd_Kelly.csv,197.0,169.0,15289.0,169.9,4.0,10.0,14.0,4.2,9.6,0.0,4.2,13.8,0.02,0.06,0.08,0.03,0.06,0.08
Nikola Vlašić,Torino,2025-2026,27,Torino,1. Serie A,it ITA,1.0,1.0,1.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,3.0,1.0,5.0,0.0,0.0,0.0,0.14,0.1,0.24,-0.1,-0.1,↘,No,serie_a_standard_stats\Torino\Nikola_Vlašić.csv,301.0,256.0,22569.0,250.8,53.0,42.0,95.0,11.8,10.9,0.0,10.2,21.1,0.21,0.17,0.38,0.12,0.11,0.24
Jakub Piotrowski,Udinese,2025-2026,27,Udinese,1. Serie A,it ITA,1.0,0.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,↘,Yes,serie_a_standard_stats\Udinese\Jakub_Piotrowski.csv,182.0,130.0,11524.0,128.0,24.0,4.0,28.0,0.7,0.5,0.0,0.7,1.2,0.19,0.04,0.17,0.08,0.06,0.14
Michel Ndary Adopo,Cagliari,2025-2026,25,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,-0.2,↘,No,serie_a_standard_stats\Cagliari\Michel_Ndary_Adopo.csv,57.0,31.0,2876.0,32.0,1.0,2.0,3.0,1.3,2.6,0.0,1.3,3.9,0.03,0.06,0.09,0.04,0.08,0.12
Matteo Cancellieri,Lazio,2025-2026,23,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.06,0.16,0.22,0.0,-0.1,↘,No,serie_a_standard_stats\Lazio\Matteo_Cancellieri.csv,96.0,40.0,3755.0,41.7,8.0,3.0,11.0,8.0,4.3,0.0,7.9,12.3,0.19,0.07,0.26,0.19,0.1,0.3
Gleison Bremer,Juventus,2025-2026,28,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.21,-0.2,0.0,→,No,serie_a_standard_stats\Juventus\Gleison_Bremer.csv,194.0,187.0,16642.0,184.9,19.0,3.0,22.0,15.9,3.3,0.0,15.9,19.2,0.1,0.02,0.12,0.1,0.02,0.12
Antonino Gallo,Lecce,2025-2026,25,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,6.0,1.0,4.0,0.0,0.0,0.0,0.15,0.06,0.21,-0.1,-0.1,↘,No,serie_a_standard_stats\Lecce\Antonino_Gallo.csv,144.0,124.0,10887.0,121.0,1.0,6.0,7.0,1.8,13.5,0.0,1.8,15.3,0.01,0.05,0.06,0.01,0.11,0.13
Amir Rrahmani,Napoli,2025-2026,31,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,7.0,0.0,2.0,0.0,0.0,0.0,0.18,0.03,0.21,-0.2,0.0,↘,No,serie_a_standard_stats\Napoli\Amir_Rrahmani.csv,292.0,280.0,25073.0,278.6,17.0,8.0,25.0,14.9,4.0,0.0,14.9,19.0,0.06,0.03,0.09,0.09,0.02,0.11
Luca Mazzitelli,Cagliari,2025-2026,29,Cagliari,1. Serie A,it ITA,1.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,-0.1,→,Yes,serie_a_standard_stats\Cagliari\Luca_Mazzitelli.csv,238.0,189.0,16439.0,182.7,25.0,25.0,50.0,16.8,15.1,0.0,16.0,31.1,0.14,0.14,0.27,0.12,0.11,0.24
Jacobo Ramón,Como,2025-2026,20,Como,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,2.0,1.0,3.0,0.0,0.0,0.0,0.12,0.08,0.2,-0.1,-0.1,↘,Yes,serie_a_standard_stats\Como\Jacobo_Ramón.csv,4.0,3.0,294.0,3.3,1.0,0.0,1.0,0.3,0.3,0.0,0.3,0.6,0.31,0.0,0.31,0.09,0.09,0.17
Alieu Fadera,Sassuolo,2025-2026,23,Sassuolo,1. Serie A,it ITA,1.0,0.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,↘,No,serie_a_standard_stats\Sassuolo\Alieu_Fadera.csv,98.0,71.0,6173.0,68.6,10.0,10.0,20.0,11.0,16.3,0.0,11.0,27.3,0.15,0.15,0.29,0.16,0.24,0.4
Jacopo Fazzini,Fiorentina,2025-2026,22,Fiorentina,1. Serie A,it ITA,1.0,0.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Jacopo_Fazzini.csv,73.0,38.0,3459.0,38.4,5.0,2.0,7.0,5.3,3.7,0.0,5.3,9.0,0.13,0.05,0.18,0.14,0.1,0.23
