Player,Team,Season,Age,Squad,Comp,Country,MP,Starts,Starts_pct,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG,xG+xAG,npxG+xAG,PrgP,PrgC,PrgR,Gls/90,Ast/90,G+A/90,xG/90,xAG/90,xG+xAG/90,xG_diff,xA_diff,Trend,NewLeague,SourceFile,Career_MP,Career_Starts,Career_Min,Career_90s,Career_Gls,Career_Ast,Career_G+A,Career_xG,Career_xAG,Career_xG+xAG,Career_npxG,Career_npxG+xAG,Career_Gls/90,Career_Ast/90,Career_G+A/90,Career_xG/90,Career_xAG/90,Career_xG+xAG/90
Giorgio Scalvini,Atalanta,2025-2026,21,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,7.0,0.0,4.0,0.0,0.0,0.0,0.17,0.0,0.17,-0.2,0.0,→,No,serie_a_standard_stats\Atalanta\Giorgio_Scalvini.csv,90.0,74.0,6001.0,66.7,4.0,5.0,9.0,5.1,2.3,0.0,5.1,7.4,0.06,0.07,0.13,0.08,0.03,0.11
Valentin Carboni,Genoa,2025-2026,20,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,2.0,1.0,2.0,0.0,0.0,0.0,0.16,0.0,0.16,-0.1,0.0,→,Yes,serie_a_standard_stats\Genoa\Valentin_Carboni.csv,41.0,12.0,1369.0,15.2,2.0,3.0,5.0,2.5,1.9,0.0,2.5,4.4,0.13,0.2,0.33,0.16,0.12,0.29
Charles De Ketelaere,Atalanta,2025-2026,24,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,14.0,7.0,13.0,0.0,0.0,0.0,0.13,0.02,0.15,-0.1,0.0,↘,No,serie_a_standard_stats\Atalanta\Charles_De_Ketelaere.csv,182.0,119.0,10789.0,119.9,35.0,27.0,62.0,35.6,29.7,0.0,34.8,64.5,0.29,0.23,0.52,0.3,0.25,0.54
Jesus Rodríguez,Como,2025-2026,19,Como,1. Serie A,it ITA,1.0,1.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,2.0,8.0,9.0,0.0,0.0,0.0,0.03,0.12,0.15,0.0,-0.1,↘,Yes,serie_a_standard_stats\Como\Jesus_Rodríguez.csv,22.0,16.0,1200.0,13.3,2.0,0.0,2.0,2.3,0.4,0.0,2.3,2.7,0.15,0.0,0.15,0.17,0.03,0.2
Tete Morente,Lecce,2025-2026,28,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0,0.1,8.0,2.0,4.0,0.0,0.0,0.0,0.14,0.0,0.14,-0.1,0.0,↘,No,serie_a_standard_stats\Lecce\Tete_Morente.csv,249.0,189.0,16674.0,185.3,26.0,19.0,45.0,11.8,6.4,0.0,11.8,18.3,0.14,0.1,0.24,0.14,0.07,0.21
Che Adams,Torino,2025-2026,29,Torino,1. Serie A,it ITA,1.0,0.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,↘,No,serie_a_standard_stats\Torino\Che_Adams.csv,364.0,264.0,23789.0,264.3,95.0,31.0,126.0,67.5,24.3,0.0,66.2,90.5,0.36,0.12,0.48,0.37,0.13,0.5
Cyril Ngonge,Torino,2025-2026,25,Torino,1. Serie A,it ITA,1.0,1.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,2.0,10.0,0.0,0.0,0.0,0.09,0.04,0.14,-0.1,0.0,→,No,serie_a_standard_stats\Torino\Cyril_Ngonge.csv,154.0,91.0,8217.0,91.3,32.0,11.0,43.0,18.2,8.9,0.0,16.6,25.5,0.35,0.12,0.47,0.26,0.13,0.38
Jordan Zemura,Udinese,2025-2026,25,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,1.0,1.0,7.0,0.0,0.0,0.0,0.12,0.02,0.14,-0.1,0.0,↘,No,serie_a_standard_stats\Udinese\Jordan_Zemura.csv,105.0,73.0,6902.0,76.7,5.0,4.0,9.0,4.2,6.6,0.0,4.2,10.8,0.07,0.05,0.12,0.05,0.09,0.14
Morten Frendrup,Genoa,2025-2026,24,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,-0.1,↘,No,serie_a_standard_stats\Genoa\Morten_Frendrup.csv,198.0,172.0,15340.0,170.4,8.0,7.0,15.0,5.2,4.7,0.0,5.2,9.8,0.05,0.04,0.09,0.05,0.04,0.09
Gabriele Piccinini,Pisa,2025-2026,24,Pisa,1. Serie A,it ITA,1.0,0.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Gabriele_Piccinini.csv,71.0,37.0,3661.0,40.7,5.0,5.0,10.0,9.2,4.6,0.0,9.2,13.8,0.12,0.12,0.25,0.23,0.11,0.34
Matteo Gabbia,Milan,2025-2026,25,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,5.0,1.0,2.0,0.0,0.0,0.0,0.07,0.05,0.12,-0.1,0.0,↘,No,serie_a_standard_stats\Milan\Matteo_Gabbia.csv,89.0,70.0,6381.0,70.9,4.0,1.0,5.0,3.5,0.8,0.0,3.5,4.3,0.06,0.01,0.07,0.05,0.01,0.06
Andre-Frank Zambo Anguissa,Napoli,2025-2026,29,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,7.0,1.0,5.0,0.0,0.0,0.0,0.12,0.0,0.12,-0.1,0.0,↘,No,serie_a_standard_stats\Napoli\Andre-Frank_Zambo_Anguissa.csv,307.0,241.0,22171.0,246.3,11.0,16.0,27.0,20.2,16.3,0.0,20.1,36.4,0.04,0.06,0.11,0.09,0.07,0.17
Charalampos Lykogiannis,Bologna,2025-2026,31,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,-0.1,↘,No,serie_a_standard_stats\Bologna\Charalampos_Lykogiannis.csv,280.0,225.0,20209.0,224.5,16.0,15.0,31.0,6.5,11.2,0.0,6.5,17.7,0.07,0.07,0.14,0.06,0.1,0.16
Máximo Perrone,Como,2025-2026,22,Como,1. Serie A,it ITA,1.0,1.0,1.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,4.0,0.0,1.0,0.0,0.0,0.0,0.07,0.04,0.11,-0.1,0.0,↘,No,serie_a_standard_stats\Como\Máximo_Perrone.csv,72.0,52.0,4555.0,50.6,2.0,3.0,5.0,1.9,2.9,0.0,1.9,4.8,0.04,0.06,0.1,0.04,0.06,0.1
Álvaro Morata,Como,2025-2026,32,Como,1. Serie A,it ITA,1.0,0.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,↘,Yes,serie_a_standard_stats\Como\Álvaro_Morata.csv,404.0,252.0,22827.0,253.6,145.0,51.0,196.0,90.5,24.9,0.0,85.7,110.7,0.57,0.2,0.77,0.53,0.15,0.67
Mattéo Guendouzi,Lazio,2025-2026,26,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,-0.1,0.0,↘,No,serie_a_standard_stats\Lazio\Mattéo_Guendouzi.csv,251.0,207.0,18565.0,206.3,11.0,19.0,30.0,12.8,15.7,0.0,12.0,27.7,0.05,0.09,0.15,0.07,0.08,0.15
Fikayo Tomori,Milan,2025-2026,27,Milan,1. Serie A,it ITA,1.0,1.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,7.0,2.0,4.0,0.0,0.0,0.0,0.11,0.0,0.11,-0.1,0.0,↘,No,serie_a_standard_stats\Milan\Fikayo_Tomori.csv,225.0,205.0,18338.0,203.8,8.0,5.0,13.0,10.1,3.1,0.0,10.1,13.2,0.04,0.02,0.06,0.06,0.02,0.07
Zakaria Aboukhlal,Torino,2025-2026,25,Torino,1. Serie A,it ITA,1.0,0.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,↘,Yes,serie_a_standard_stats\Torino\Zakaria_Aboukhlal.csv,190.0,113.0,10586.0,117.6,51.0,16.0,67.0,33.9,6.7,0.0,31.5,38.2,0.43,0.14,0.57,0.44,0.09,0.53
Marten de Roon,Atalanta,2025-2026,34,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,11.0,3.0,4.0,0.0,0.0,0.0,0.04,0.06,0.1,0.0,-0.1,↘,No,serie_a_standard_stats\Atalanta\Marten_de_Roon.csv,486.0,455.0,40475.0,449.7,30.0,30.0,60.0,11.6,11.9,0.0,9.3,21.1,0.07,0.07,0.13,0.05,0.05,0.09
Lorenzo De Silvestri,Bologna,2025-2026,37,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,-0.1,↘,No,serie_a_standard_stats\Bologna\Lorenzo_De_Silvestri.csv,451.0,376.0,33014.0,366.8,28.0,22.0,50.0,13.9,10.1,0.0,13.9,24.0,0.08,0.06,0.14,0.09,0.06,0.15
Manuel Locatelli,Juventus,2025-2026,27,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,-0.1,↘,No,serie_a_standard_stats\Juventus\Manuel_Locatelli.csv,280.0,228.0,20280.0,225.3,14.0,22.0,36.0,14.9,18.3,0.0,12.5,30.8,0.06,0.1,0.16,0.07,0.09,0.16
Stephan El Shaarawy,Roma,2025-2026,32,Roma,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,4.0,5.0,3.0,0.0,0.0,0.0,0.1,0.0,0.1,-0.1,0.0,↘,No,serie_a_standard_stats\Roma\Stephan_El_Shaarawy.csv,382.0,233.0,21354.0,237.3,80.0,36.0,116.0,31.3,17.8,0.0,31.3,49.1,0.34,0.15,0.49,0.27,0.16,0.43
Andrea Pinamonti,Sassuolo,2025-2026,26,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,6.0,0.0,0.0,0.0,0.04,0.06,0.1,0.0,-0.1,↘,No,serie_a_standard_stats\Sassuolo\Andrea_Pinamonti.csv,213.0,169.0,15110.0,167.9,50.0,8.0,58.0,49.8,9.3,0.0,41.1,50.3,0.3,0.05,0.35,0.3,0.06,0.35
Michael Folorunsho,Cagliari,2025-2026,27,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,3.0,9.0,0.0,0.0,0.0,0.09,0.0,0.09,-0.1,0.0,→,No,serie_a_standard_stats\Cagliari\Michael_Folorunsho.csv,143.0,114.0,10169.0,113.0,23.0,5.0,28.0,19.0,9.7,0.0,18.2,27.9,0.2,0.04,0.25,0.17,0.09,0.25
Denzel Dumfries,Inter,2025-2026,29,Inter,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,3.0,13.0,0.0,0.0,0.0,0.02,0.06,0.09,0.0,-0.1,↘,No,serie_a_standard_stats\Inter\Denzel_Dumfries.csv,315.0,265.0,23968.0,266.3,35.0,38.0,73.0,32.1,33.8,0.0,31.3,65.0,0.13,0.14,0.27,0.18,0.19,0.38
Medon Berisha,Lecce,2025-2026,21,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,-0.1,↘,No,serie_a_standard_stats\Lecce\Medon_Berisha.csv,24.0,10.0,979.0,10.9,0.0,1.0,1.0,0.9,0.9,0.0,0.9,1.8,0.0,0.09,0.09,0.08,0.08,0.17
Adrian Bernabe,Parma,2025-2026,24,Parma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,5.0,2.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.0,-0.1,↘,No,serie_a_standard_stats\Parma\Adrian_Bernabe.csv,102.0,87.0,7348.0,81.6,15.0,8.0,23.0,9.5,9.3,0.0,9.5,18.8,0.18,0.1,0.28,0.12,0.11,0.23
Arthur Atta,Udinese,2025-2026,22,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,3.0,0.0,11.0,0.0,0.0,0.0,0.02,0.07,0.09,0.0,-0.1,↘,No,serie_a_standard_stats\Udinese\Arthur_Atta.csv,67.0,27.0,2777.0,30.9,2.0,3.0,5.0,1.9,2.8,0.0,1.9,4.7,0.06,0.1,0.16,0.08,0.11,0.19
Fallou Cham,Hellas Verona,2025-2026,0.0,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,-0.1,→,No,serie_a_standard_stats\Hellas_Verona\Fallou_Cham.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Francesco Acerbi,Inter,2025-2026,37,Inter,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,5.0,1.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.0,-0.1,↘,No,serie_a_standard_stats\Inter\Francesco_Acerbi.csv,446.0,424.0,38255.0,425.1,26.0,8.0,34.0,13.3,8.4,0.0,13.3,21.7,0.06,0.02,0.08,0.05,0.03,0.09
Mario Gila,Lazio,2025-2026,24,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,-0.1,0.0,↘,No,serie_a_standard_stats\Lazio\Mario_Gila.csv,60.0,53.0,4755.0,52.8,1.0,0.0,1.0,1.7,1.1,0.0,1.7,2.8,0.02,0.0,0.02,0.03,0.02,0.05
Nuno Tavares,Lazio,2025-2026,25,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,2.0,4.0,0.0,0.0,0.0,0.03,0.05,0.08,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Nuno_Tavares.csv,110.0,81.0,7293.0,81.0,8.0,13.0,21.0,8.5,12.7,0.0,8.5,21.2,0.1,0.16,0.26,0.1,0.16,0.26
Bryan Cristante,Roma,2025-2026,30,Roma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,-0.1,0.0,↘,No,serie_a_standard_stats\Roma\Bryan_Cristante.csv,311.0,244.0,22086.0,245.4,29.0,21.0,50.0,27.1,18.3,0.0,25.5,43.8,0.12,0.09,0.2,0.12,0.08,0.2
Adrien Tameze,Torino,2025-2026,31,Torino,1. Serie A,it ITA,1.0,0.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,→,No,serie_a_standard_stats\Torino\Adrien_Tameze.csv,292.0,232.0,20371.0,226.3,7.0,10.0,17.0,6.3,9.4,0.0,6.3,15.7,0.03,0.04,0.08,0.04,0.05,0.09
Nicolò Cambiaghi,Bologna,2025-2026,24,Bologna,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,-0.1,↘,No,serie_a_standard_stats\Bologna\Nicolò_Cambiaghi.csv,138.0,77.0,7822.0,86.9,15.0,9.0,24.0,15.7,9.4,0.0,15.7,25.1,0.17,0.1,0.28,0.18,0.11,0.29
Benjamin Pavard,Inter,2025-2026,29,Inter,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,1.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.0,0.0,↘,No,serie_a_standard_stats\Inter\Benjamin_Pavard.csv,263.0,236.0,21104.0,234.5,10.0,11.0,21.0,8.8,12.6,0.0,8.8,21.5,0.04,0.05,0.09,0.04,0.06,0.11
Pierre Kalulu,Juventus,2025-2026,25,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,-0.1,↘,No,serie_a_standard_stats\Juventus\Pierre_Kalulu.csv,114.0,84.0,8020.0,89.1,4.0,3.0,7.0,3.5,3.2,0.0,3.5,6.8,0.04,0.03,0.08,0.04,0.04,0.08
Oliver Jensen,Parma,2025-2026,23,Parma,1. Serie A,it ITA,1.0,0.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,→,Yes,serie_a_standard_stats\Parma\Oliver_Jensen.csv,100.0,80.0,7234.0,80.4,15.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.29,0.0,0.07,0.07
Ebenezer Akinsanmiro,Pisa,2025-2026,20,Pisa,1. Serie A,it ITA,1.0,0.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Ebenezer_Akinsanmiro.csv,37.0,14.0,1574.0,17.5,1.0,1.0,2.0,1.6,2.7,0.0,1.6,4.4,0.06,0.06,0.11,0.09,0.16,0.25
Yerry Mina,Cagliari,2025-2026,30,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,5.0,4.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.0,-0.1,↘,No,serie_a_standard_stats\Cagliari\Yerry_Mina.csv,202.0,186.0,16035.0,178.2,20.0,4.0,24.0,11.0,2.3,0.0,10.2,12.5,0.11,0.02,0.13,0.09,0.02,0.11
Amin Sarr,Hellas Verona,2025-2026,24,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,↘,No,serie_a_standard_stats\Hellas_Verona\Amin_Sarr.csv,134.0,89.0,7840.0,87.1,24.0,9.0,33.0,17.4,8.2,0.0,15.8,24.0,0.28,0.1,0.38,0.27,0.13,0.4
Antoine Bernede,Hellas Verona,2025-2026,26,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,1.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.0,0.0,↘,No,serie_a_standard_stats\Hellas_Verona\Antoine_Bernede.csv,121.0,95.0,7897.0,87.7,4.0,8.0,12.0,0.8,0.5,0.0,0.8,1.4,0.05,0.09,0.14,0.09,0.06,0.14
M'Bala Nzola,Pisa,2025-2026,28,Pisa,1. Serie A,it ITA,1.0,0.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\M'Bala_Nzola.csv,175.0,123.0,11692.0,129.9,42.0,11.0,53.0,42.3,11.4,0.0,36.0,47.3,0.32,0.08,0.41,0.35,0.1,0.45
Valentino Lazaro,Torino,2025-2026,29,Torino,1. Serie A,it ITA,1.0,1.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,↘,No,serie_a_standard_stats\Torino\Valentino_Lazaro.csv,295.0,201.0,18597.0,206.6,19.0,37.0,56.0,10.8,23.3,0.0,10.8,34.1,0.09,0.18,0.27,0.07,0.16,0.23
Gabriele Zappa,Cagliari,2025-2026,25,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,5.0,1.0,2.0,0.0,0.0,0.0,0.05,0.0,0.05,-0.1,0.0,↘,No,serie_a_standard_stats\Cagliari\Gabriele_Zappa.csv,187.0,148.0,13593.0,151.0,11.0,9.0,20.0,8.4,16.4,0.0,8.4,24.8,0.07,0.06,0.13,0.06,0.11,0.16
Martin Frese,Hellas Verona,2025-2026,27,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.0,0.0,→,No,serie_a_standard_stats\Hellas_Verona\Martin_Frese.csv,122.0,96.0,8393.0,93.3,10.0,10.0,20.0,0.1,0.2,0.0,0.1,0.3,0.11,0.11,0.21,0.01,0.03,0.04
Lautaro Valenti,Parma,2025-2026,26,Parma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.0,0.0,↘,No,serie_a_standard_stats\Parma\Lautaro_Valenti.csv,83.0,75.0,6535.0,72.6,5.0,3.0,8.0,2.8,1.5,0.0,2.8,4.3,0.07,0.04,0.11,0.04,0.02,0.06
Mattéo Tramoni,Pisa,2025-2026,25,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Mattéo_Tramoni.csv,172.0,96.0,8789.0,97.7,33.0,11.0,44.0,22.4,9.5,0.0,20.9,30.3,0.34,0.11,0.45,0.35,0.15,0.5
Oier Zarraga,Udinese,2025-2026,26,Udinese,1. Serie A,it ITA,1.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,↘,No,serie_a_standard_stats\Udinese\Oier_Zarraga.csv,100.0,28.0,3448.0,38.3,4.0,0.0,4.0,3.6,1.8,0.0,2.8,4.6,0.1,0.0,0.1,0.09,0.05,0.14
Oumar Solet,Udinese,2025-2026,25,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,12.0,3.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,-0.1,0.0,↘,No,serie_a_standard_stats\Udinese\Oumar_Solet.csv,100.0,93.0,7954.0,88.4,4.0,5.0,9.0,0.8,1.2,0.0,0.8,2.0,0.05,0.06,0.1,0.04,0.06,0.1
Jari Vandeputte,Cremonese,2025-2026,29,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,↘,Yes,serie_a_standard_stats\Cremonese\Jari_Vandeputte.csv,185.0,126.0,11121.0,123.6,22.0,39.0,61.0,10.8,19.2,0.0,10.0,29.2,0.18,0.32,0.49,0.15,0.27,0.42
